COMP,REGIAO,UF,MUNICIPIO,MOTIVO_DESABILITACAO,CNES,NOME_ESTABELECIMENTO,RAZAO_SOCIAL,TP_GESTAO,CO_TIPO_UNIDADE,DS_TIPO_UNIDADE,NATUREZA_JURIDICA,DESC_NATUREZA_JURIDICA,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_TELEFONE,NO_EMAIL,LEITOS_EXISTENTES,LEITOS_SUS,UTI_TOTAL_EXIST,UTI_TOTAL_SUS,UTI_ADULTO_EXIST,UTI_ADULTO_SUS,UTI_PEDIATRICO_EXIST,UTI_PEDIATRICO_SUS,UTI_NEONATAL_EXIST,UTI_NEONATAL_SUS,UTI_QUEIMADO_EXIST,UTI_QUEIMADO_SUS,UTI_CORONARIANA_EXIST,UTI_CORONARIANA_SUS
202501,NORDESTE,BA,CAMACARI,,2388057,HOSPITAL GERAL DE CAMACARI,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,AVENIDA LESTE,S/N,VIA PARAFUSO,JARDIM LIMOEIRO,42800250,,,199,188,19,8,19,8,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CAMACARI,,2388073,SERMEGE SERVICOS MEDICOS EM GERAL LTDA,SERMEGE SERVICOS MEDICOS EM GERAL LTDA,M,15,UNIDADE MISTA,2062,HOSPITAL_PRIVADO,AVENIDA COMERCIAL,175,,CENTRO,42800071,713621 4575,sermege@cpunet.com.br,14,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CATU,,2388685,HOSPITAL DE CATU SANTA CASA DA BAHIA,SANTA CASA DE MISERICORDIA DA BAHIA,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,AVENIDA GEONISIO BARROSO,S/N,PREDIO,BOA VISTA,48110000,(71)36411402,hmc.coordenacaogeral@santacasaba.org.br,44,44,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CASA NOVA,,2388928,HOSPITAL MUNICIPAL DE CASA NOVA,MUNICIPIO DE CASA NOVA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA A2,S/N,CASA,CENTRO,47300000,7435362294,SAUDECASANOVABAHIA@GMAIL.COM,41,41,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CENTRAL,,2389398,HOSPITAL MUNICIPAL DE CENTRAL,PREFEITURA MUNICIPAL DE CENTRAL,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,TRAVESSA DA AVENIDA ACM,22,,CENTRO,44940000,(74-3655-1748,,42,42,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,COCOS,,2389584,HOSPITAL MUNICIPAL SAO SEBASTIAO,MUNICIPIO DE COCOS,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA DA BANDEIRA,S/N,CASA,CENTRO,47680000,(77)34891166,smscocos@yahoo.com.br,32,32,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CONCEICAO DO ALMEIDA,,2389592,HOSPITAL MUNICIPAL DE CONCEICAO DO ALMEIDA,MUNICIPIO DE CONCEICAO DO ALMEIDA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA RUI BARBOSA,S/N,PREDIO,CENTRO,44540000,7536292372,,32,32,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,SALVADOR,,2389738,HOSPITAL PROHOPE,HOSPITAL PROHOPE LTDA EM RECUPERACAO JUDICIAL,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,ESTRADA DA PACIENCIA,2009,LOTE 10 E 12,CAJAZEIRA VIII,41338700,(71) 32118100,JURIDICO@HPROHOPE.COM.BR,103,31,32,0,32,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,SALVADOR,,2389746,HOSPITAL ALIANCA,HOSPITAL ESPERANCA SA,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,JURACY MAGALHAES JUNIOR,002096,EDIF HOSPITAL,SANTA CRUZ,41920900,71 30329208,fiscalcontroladoria@rededor.com.br,199,0,54,0,30,0,6,0,12,0,0,0,6,0
202501,NORDESTE,BA,CRUZ DAS ALMAS,,2390043,HOSPITAL NOSSA SENHORA DO BONSUCESSO,SANTA CASA DE MISERICORDIA DE CRUZ DAS ALMAS,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA PROFESSOR MATA PEREIRA,323,CASA,CENTRO,44380000,(75)6211320,santacasa@gmail.com,75,70,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,LAJE,,2390078,HOSPITAL MUNICIPAL VEREADOR RANULFO JOSE DE ALMEIDA,PREFEITURA MUNICIPAL DE LAJE,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA ANTONIO CARLOS MAGALHAES,S/N,,CENTRO,45490000,(75)36622067,cpdlaje@gmail.com,42,42,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JEQUIE,,2400359,IORTE,INST DE ORTOP REAB TRAUMATOLOGIA E EDUCACAO FISICA LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,SAO CRISTOVAO,09,TERREO,CENTRO,45203110,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JEQUIE,,2400693,HOSPITAL GERAL PRADO VALADARES,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,RUA SAO CRISTOVAO,S/N,,CENTRO,45203110,(73)35287100,hgpvjequie@gmail.com,336,336,39,39,29,29,10,10,0,0,0,0,0,0
202501,NORDESTE,BA,CURACA,,2400901,HOSPITAL MUNICIPAL DOUTOR JAIME DA SILVEIRA COELHO,MUNICIPIO CURACA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA DOUTOR EUVALDO TORRES DE AQUINO,S/N,,CENTRO,48930000,(74)5311173,smscuraca@yahoo.com.br,26,26,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,EUCLIDES DA CUNHA,,2401231,HOSPITAL PORTUGUES UNID ANTONIO CARLOS MAGALHAES,REAL SOCIEDADE PORTUGUESA DE BENEF 16 DE SETEMBRO,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,AVENIDA RENATO CAMPOS,567,,CENTRO,48500000,(75) 3259 1600,,72,72,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,FILADELFIA,,2401665,UNIDADE HOSPITALAR SAO SEBASTIAO,MUNICIPIO DE FILADELFIA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA ACM,S/N,TERREO,CENTRO,44775000,(74)35512724,saudefiladelfia@gmail.com,31,31,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,FEIRA DE SANTANA,,2402041,HOSPITAL CLOF,HOSPITAL CLOF LTDA ME,D,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA BOTICARIO MONCORVO,752,,CENTRO,44001208,3623-4004,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,VITORIA DA CONQUISTA,,2402076,COMPLEXO HOSPITALAR DE VITORIA DA CONQUISTA CHVC,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,AV FILIPINAS,S/N,JARDIM GUANABARA,FELICIA,45023300,7734246060,,323,310,60,59,40,39,10,10,10,10,0,0,0,0
202501,NORDESTE,BA,VITORIA DA CONQUISTA,,2402084,HCC HOSPITAL DE CLINICAS DE CONQUISTA,HCC HOSPITAL DE CLINICAS DE CONQUISTA LTDA,D,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,MARCELINO MENDES,04,,CENTRO,45000405,77 34208800,HCC.FINANCEIRO@YAHOO.COM.BR,43,7,8,0,8,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,GENTIO DO OURO,,2402394,HOSPITAL MUNICIPAL GETULIO REGINALDO CUNHA,MUNICIPIO DE GENTIO DO OURO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA ANTONIO MARIANO BARRETO,64,CASA,CENTRO,47450100,74 36372001,ssaudego@hotmail.com,26,18,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,GLORIA,,2402467,CENTRO DE ESPECIALIDADE AUREA MARIA VIEIRA,PREFEITURA MUNICIPAL DE GLORIA,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,AV PETRONILO REIS,01,PREDIO,CENTRO,48620000,(75)3656 2210,gloria.sms@ig.com.br,4,4,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,VITORIA DA CONQUISTA,,2402556,UNIMEC,UNIDADE MEDICO CIRURGICA LTDA,D,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,GOES CALMON,335,,CENTRO,45000400,,,86,56,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,VITORIA DA CONQUISTA,,2402564,HOSPITAL MUNICIPAL ESAU MATOS,FUNDACAO PUBLICA DE SAUDE DE VITORIA DA CONQUISTA,M,7,HOSPITAL ESPECIALIZADO,1279,HOSPITAL_PÚBLICO,AV MACAUBAS,100,KADIJA,PATAGONIA,45065540,(77)34206200,esaumatos2001@yahoo.com.br,137,137,10,10,0,0,0,0,10,10,0,0,0,0
202501,NORDESTE,BA,VITORIA DA CONQUISTA,,2407205,SAMUR,SERVICO DE ASSISTENCIA MEDICA E URGENCIA SA SAMUR,D,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,YOLANDO FONSECA,480,,JUREMA,45023315,77 21020453,fabio@hospitalsamur.com.br,132,42,35,3,20,3,5,0,10,0,0,0,0,0
202501,NORDESTE,BA,VITORIA DA CONQUISTA,,2407221,HOSPITAL ESPECIALIZADO AFRANIO PEIXOTO,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,AV MARANHAO,S/N,,IBIRAPUERA,45075010,77 34241241,,83,83,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,GUANAMBI,,2412241,POLICLINICA E MATERNIDADE DE GUANAMBI,POLICLINICA E MATERNIDADE GUANAMBI LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA TREZE DE MAIO,170,,SAO FRANCISCO,46430000,(77)4511404,,20,7,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,GUARATINGA,,2412276,HOSPITAL MATERNIDADE JOANA MOURA,MUNICIPIO DE GUARATINGA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA DO GENIPAPO,289,,CENTRO,45840000,(73) 2772311,,26,26,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,GANDU,,2412381,HOSPITAL JOAO BATISTA ASSIS,MUNICIPIO DE GANDU,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,LOTEAMENTO JOAO ASSIS,S/N,,JOAO ASSIS,45450000,07332541250,cpdsmsgandu@hotmail.com,33,33,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IBIASSUCE,,2412551,HOSPITAL MUNICIPAL SAO SEBASTIAO,MUNICIPIO DE IBIASSUCE,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA RUI BARBOSA,S/N,,PEDRINHAS,46390000,7734652237,hospital.ibce@gmail.com,34,34,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IBITIARA,,2412713,HOSPITAL PADRE ALDO COPPOLA,SOCIEDADE ASSISTENCIAL BENEFICENTE DE IBITIARA,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RODOVIA BA 152 KM 22,1000,CASA,CENTRO,46700000,(77)36472115,gahpac@gmail.com,62,30,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IBICUI,,2412845,HOSPITAL MATERNIDADE ANITA RODRIGUES LEAL,MUNICIPIO DE IBICUI,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA ARTUR PIRES,10,,CENTRO,45290000,(73)3272-2294,ssaudeibicui2017@gmail.com,21,21,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IBIPEBA,,2412985,HOSPITAL BOM JESUS DE NAZARE,HOSPITAL BOM JESUS DE NAZARE,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AV ULISSES GUIMARAES,01,,CENTRO,44970000,(74)6482146,,33,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IBIRAPITANGA,,2413043,HOSPITAL MUNICIPAL EDVALDO MAGALHAES NASCIMENTO,MUNICIPIO DE IBIRAPITANGA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA ISRAEL BARCELOS,S/N,CASA,CENTRO,45500000,(73)2592072,smsibirapitanga@hotmail.com,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IGRAPIUNA,,2413299,HOSP MATERN LUIS EDUARDO MAGALHAES,MUNICIPIO DE IGRAPIUNA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA GEOVANE DE ALMEIDA DOCIO,S/N,PREDIO,EDRIZIO REGIS,45443000,,,8,8,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IGUAI,,2413450,SOMAI,SOCIEDADE MEDICA ASSISTENCIAL DE IGUAI,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,CASTRO ALVES,241,,CENTRO,45280000,,,34,34,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IGUAI,,2413469,MATERNIDADE MANOEL MARTINS DE SOUZA,HOSPITAL MANOEL MARTINS DE SOUZA,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,AV EDUARDO GOMES,22,,CENTRO,45280000,(73) 32712136,hmmsiguai@hotmail.com,50,46,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITAETE,,2413507,HOSPITAL MUNICIPAL DE ITAETE,MUNICIPIO DE ITAETE,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA NOSSA SENHORA DAS GRACAS,S/N,PREDIO,CENTRO,46790000,(75)33202175,cpditaete@gmail.com,11,11,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IRAJUBA,,2413663,HOSPITAL MUNICIPAL SANTO ANTONIO,MUNICIPIO DE IRAJUBA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA DAMIAO VIEIRA,S/N,CASA,CETRO,45370000,73 35482129,nay.sam@bol.com.br,29,29,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IRARA,,2413671,HOSPITAL MATERNIDADE DR DERALDO MIRANDA,MUNICIPIO DE IRARA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA PEDRO MARTINS PORTELA,122,CASA,CENTRO,44255000,(75)32473833,smsirara@hotmail.com.br,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,BELMONTE,,2413922,HOSPITAL DR JOSE DA COSTA PINTO DANTAS,MUNICIPIO DE BELMONTE,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA SALDANHA DA GAMA,S/N,CASA,CENTRO,45800000,(73)3287 2991,cpditamaraju@gmail.com,41,41,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITAGUACU DA BAHIA,,2414058,HOSPITAL MUNICIPAL AMELIA CARVALHO,MUNICIPIO DE ITAGUACU DA BAHIA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA DO HOSPITAL,15,CENTRO,CENTRO,47440000,(74)6441061,"saudeitb@yahoo,com.br",24,24,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITAJU DO COLONIA,,2414074,UNIDADE MISTA DE SAUDE DE ITAJU DO COLONIA,MUNICIPIO DE ITAJU DO COLONIA,D,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,AVENIDA LOMANTO JUNIOR,S/N,,CENTRO,45730000,(73)32042001,producaoitaju@hotmail.com,12,12,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,AMARGOSA,,2414244,HOSPITAL MUNICIPAL DE AMARGOSA,PREFEITURA MUNICIPAL DE AMARGOSA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AV DR ALOISIO BORGES,S/N,,SANTA RITA,45300000,(75)36343573,smsamargosa@gmail.com,70,70,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITAMBE,,2414465,HOSPITAL REGIONAL SAO SEBASTIAO,SANTA CASA DE MISERICORDIA DE ITAMBE,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,AV EURICO GASPAR DUTRA,229,,CENTRO,45140000,(77)3432 1220,hssi_scmi@yahoo.com.br,50,50,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITAPEBI,,2414651,HOSPITAL E MATERNIDADE NELSON MOURA FERREIRA,MUNICIPIO DE ITAPEBI,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA VISTA ALEGRE,S/N,,CENTRO,45855000,(73) 2861251,saude.itapebi@bol.com.br,12,12,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITAPETINGA,,2415666,POLICLIN POLICLINICA MEDICA DE ITAPETINGA SC LTDA,POLICLIN POLICLINICA MEDICA DE ITAPETINGA SC LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA JOSE BONIFACIO,64,,CENTRO,45700000,(77) 2611005,,16,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ILHEUS,,2415844,HOSPITAL MATERNO INFANTIL DOUTOR JOAQUIM SAMPAIO,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,7,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,AVENIDA BRASIL,S/N,,CONQUISTA,45650270,(73) 32343850,hmijs@fesfsus.ba.gov.br,103,70,28,10,8,0,10,10,10,0,0,0,0,0
202501,NORDESTE,BA,ITAPETINGA,,2417189,HOSPITAL CRISTO REDENTOR,FUNDACAO JOSE SILVEIRA,D,5,HOSPITAL GERAL,3069,HOSPITAL_FILANTRÓPICO,AV LUIZ VIANA FILHO,560,,JARDIM MORUMBI,45700000,(77) 32626250,,94,75,9,9,9,9,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITARANTIM,,2417456,HOSPITAL REGIONAL DE ITARANTIM,MUNICIPIO DE ITARANTIM,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA MARIA QUITERIA,S/N,,CENTRO,45780000,(73)2662145,smsitarantim@hotmail.com,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITIRUCU,,2423928,HOSPITAL MUNICIPAL PEDRO PIMENTEL RIBEIRO,MUNICIPIO DE ITIRUCU,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA ALFREDO BRITO,S/N,,JOSE ALVES TEIXEIRA,45350000,(73)538 1310,smsitirucu@ig.com.br,85,85,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITIUBA,,2423936,HOSPITAL MUNICIPAL DE ITIUBA,MUNICIPIO DE ITIUBA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA 03 DE OUTUBRO,188,,CENTRO,48850000,(74)5461399,smsitiuba@yhoo.com.br,40,40,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JUAZEIRO,,2423960,SOTE,SOTE SERVICO DE ORTOPEDIA E TRAUMATOLOGIA ESPECIALIZ LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,AVENIDA PAULO AFONSO,01,,ALTO DA MARAVILHA,48900397,7436138888,sote@uol.com.br,39,34,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITATIM,,2444704,HOSPITAL MATERNIDADE MARIA EUNICE DULTRA SOARES,MUNICIPIO DE ITATIM,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA JOAO XXIII,340,,CENTRO,46875000,(75) 3452-2263,itatimsecsaude@gmail.com,14,14,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,AURELINO LEAL,,2444798,HOSPITAL GERAL DE AURELINO LEAL,FUNDO MUNICIPAL DE SAUDE DE AURELINO LEAL,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA RAILDA VILAS BOAS,100,,CENTRO,45675000,(73)35541001,hospitalal_2021@hotmail.com,40,40,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITORORO,,2445204,FUNDACAO HOSPITAL E MATERNIDADE DE ITORORO,FUNDACAO GONCALVES E SAMPAIO,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA JOSE DO PATROCINIO,251,,CENTRO,45710000,(73)2652146,,41,41,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITUACU,,2445247,HOSPITAL DR ORDALVIO SOUZA GUIMARAES,MUNICIPIO DE ITUACU,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA JOSE CARLOS BRITO,S/N,ZONA URBANA,DOIS DE JULHO,46640000,(77) 4152418,smsituacu@hotmail.com,28,28,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITUBERA,,2445352,HOSPITAL ANTONIO DA COSTA PINTO DANTAS,MUNICIPIO DE ITUBERA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA LARGO DA SAUDE,S/N,,CENTRO,45435000,(73) 2561516,,33,33,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JACARACI,,2466694,HOSPITAL MUNICIPAL NOSSA SENHORA DA CONCEICAO,MUNICIPIO DE JACARACI,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA CASTRO ALVES,S/N,,CENTRO,46310000,(77)4662110,hospitaldejacaraci@hotmail.com,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JACOBINA,,2467372,HOSPITAL MUNICIPAL ANTONIO TEXEIRA SOBRINHO,MUNICIPIO DE JACOBINA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA 02 DE JULHO,131,,CENTRO,44700000,(07)46213921,hats@newnet.com.br,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JAGUAQUARA,,2469774,CASA DE SAUDE E MATERNIDADE MARIA JOSE DE SOUZA SANTOS,ASSOCIACAO BENEFICENTE TAYLOR EGIDIO,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA XV DE NOVEMBRO,07,,MURITIBA,45345000,(73)5342122,,55,55,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITABERABA,,2470098,HOSPITAL GERAL DE ITABERABA,MUNICIPIO DE ITABERABA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA ROGERIO REGO,40,PREDIO,SAO JOAO,46880000,(75) 3251-3233,hgidiretoria.2017@gmail.com,88,78,10,0,10,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,SALVADOR,,2470667,HOSPITAL DA SAGRADA FAMILIA,ASSOCIACAO DAS IRMAS FRANCISCANAS HOSPITALEIRAS DA IMACULADA,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,PLINIO DE LIMA,1,,MONT SERRAT,40415065,,,110,78,23,9,8,2,0,0,15,7,0,0,0,0
202501,NORDESTE,BA,JACOBINA,,2470748,HOSPITAL REGIONAL VICENTINA GOULART,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,RUA ALBERTO TORRES,370,,ESTACAO,44700000,7436212259,,86,82,9,9,9,9,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JUSSARA,,2483033,HOSPITAL MUNICIPAL NOSSA SENHORA DE LOURDES,PREFEITURA MUNICIPAL DE JUSSARA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PCA MAXIMO GUEDES,S/N,CASA,CENTRO,44925000,7436471199,smsjussara.ba@hotmail.com,20,20,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JUSSARI,,2483041,HOSPITAL EDUARDO GILENO AMADO BRANDAO,MUNICIPIO DE JUSSARI,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA SENHOR DO BONFIM,S/N,,LEONEL BATISTA,45622000,(73)36241243,sec.saudejussari@hotmail.com.br,37,37,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JUSSIAPE,,2483300,CASA DE SAUDE ANA MEDRADO LUZ,PREFEITURA MUNICIPAL DE JUSSIAPE,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA NOVE DE JULHO,63,,CENTRO,46670000,(77)3414-2213,smsjussiape@yahoo.com.br,18,18,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,LAGOA REAL,,2483319,UNIDADE DE RETAGUARDA DE SAUDE DR JAIRO PONTES,MUNICIPIO DE LAGOA REAL,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA REAL,148,,CENTRO,46425000,7734771098,secsaudelagoareal@gmail.com,17,17,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JIQUIRICA,,2483408,HOSPITAL E MATERNIDADE JULIA MAIA,MUNICIPIO DE JIQUIRICA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA CORONEL VICENTE,148,PREDIO,CENTRO,45470000,(75)3651-2223,smsjiquirica@gmail.com,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JOAO DOURADO,,2483424,HOSPITAL GERAL DR BENEDITO NEY,PREFEITURA MUNICIPAL DE JOAO DOURADO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA SANTO AMARO,S/N,,CENTRO,44920000,(74) 6681012,smsjoaodourado@yahoo.com.br,32,32,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,LAPAO,,2483548,HOSPITAL MUNICIPAL LUIZ EDUARDO MAGALHAES,PREFEITURA MUNICIPAL DE LAPAO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PCA ANTONIO GOMES,01,,CENTRO,44905000,(74) 3657 1012,saude@lapao.ba.gov.br,51,51,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ALAGOINHAS,,2487322,SANTA CASA DE MISERICORDIA DE ALAGOINHAS,SANTA CASA DE MISERICORDIA DE ALAGOINHAS,M,15,UNIDADE MISTA,3999,HOSPITAL_FILANTRÓPICO,RUY BARBOSA,324,,CENTRO,48000101,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
